name,parseDate,price,url
Локсидол 15 мг № 20 табл,2023-03-27,4 630,https://europharma.kz/loksidol-15-mg-no-20-tabl
Люголит 1% 30 г спрей,2023-03-27,991,https://europharma.kz/lyugolit-1-30-g-sprey
Синегра 25 мг № 12 табл п/плён оболоч,2023-03-27,8 076,https://europharma.kz/sinegra-25-mg-no-12-tabl-pplen-oboloch
"Холосас 300 мл, сироп",2023-03-27,1 352,https://europharma.kz/kholosas-300-ml-sirop
Энап 20 мг № 20 табл,2023-03-27,1 473,https://europharma.kz/enap-20-mg-no-20-tabl
Диоксидин 10 мг/ мл  10 мл № 10 амп,2023-03-27,5 208,https://europharma.kz/dioksidin-10-mg-ml-10-ml-no-10-amp
Дезирет 75 мкг №28 табл,2023-03-27,2 544,https://europharma.kz/deziret-75-mkg-no28-tabl
"Тиогамма 600 №30, табл.",2023-03-27,12 411,https://europharma.kz/tiogamma-600-no30-tabl
"Анги-Септ (лимон) №24, табл.",2023-03-27,1 295,https://europharma.kz/angi-sept-limon-no24-tabl
МаксиГриппин для детей № 10 шипуч табл,2023-03-27,2 161,https://europharma.kz/maksigrippin-dlya-detey-no-10-shipuch-tabl
Контролок 40 мг № 14 табл покр кишечнораст оболочкой,2023-03-27,3 103,https://europharma.kz/kontrolok-40-mg-no-14-tabl-pokr-kishechnorast-obolochkoy
Кальций Д3 со вкусом апельсина 500 мг № 60 табл,2023-03-27,3 734,https://europharma.kz/kaltsiy-d3-so-vkusom-apelsina-500-mg-no-60-tabl
Ацетилсалициловая кислота-УБФ 500 мг № 10 табл,2023-03-27,80,https://europharma.kz/atsetilsalitsilovaya-kislota-ubf-500-mg-no-10-tabl
Ко-плавикс 75 мг № 28 табл п/плён оболоч,2023-03-27,12 348,https://europharma.kz/ko-plaviks-75-mg-no-28-tabl-pplen-oboloch
"Стамло 10 мг, №20, табл.",2023-03-27,1 452,https://europharma.kz/stamlo-10-mg-no20-tabl
Синекод 200 мл сироп,2023-03-27,1 788,https://europharma.kz/sinekod-200-ml-sirop
"Отризол-ДF 0,05% 10 мл капли назальные",2023-03-27,404,https://europharma.kz/otrizol-df-005-10-ml-kapli-nazalnyye
"Тобром 0,3%, 5 мл, гл. капли",2023-03-27,1 261,https://europharma.kz/tobrom-03-5-ml-gl-kapli
"Антитус 7,5 мг/5 мл 150 мл сироп",2023-03-27,1 663,https://europharma.kz/antitus-75-mg5-ml-150-ml-sirop
"Натрия хлорид р-р д/ин 0,9% 10 мл № 10 амп",2023-03-27,632,https://europharma.kz/natriya-khlorid-r-r-din-09-10-ml-no-10-amp
"Сироп от кашля с подорожником 100 мл, без сахара",2023-03-27,1 928,https://europharma.kz/sirop-ot-kasla-s-podoroznikom-100-ml-bez-sahara
Контролок 40 мг № 1 порошок для приготовления раствора для инъекций,2023-03-27,2 557,https://europharma.kz/kontrolok-40-mg-no-1-poroshok-dlya-prigotovleniya-rastvora-dlya-inyektsiy
"Стамло 5 мг, №20, табл.",2023-03-27,1 403,https://europharma.kz/stamlo-5-mg-no20-tabl
Ректостоп Ультра 50 мл мазь в тубе,2023-03-27,4 893,https://europharma.kz/rektostop-ultra-50-ml-maz-v-tube
"Снуп 0,05%  15 мл спрей назальный",2023-03-27,2 168,https://europharma.kz/snup-005-15-ml-sprey-nazalnyy
Синекод 20 мл капли,2023-03-27,1 688,https://europharma.kz/sinekod-20-ml-kapli
"Отризол-ДF 0,1% 10 мл капли назальные",2023-03-27,486,https://europharma.kz/otrizol-df-01-10-ml-kapli-nazalnyye
"Лордес 2,5 мг/5 мл, 100 мл, сироп",2023-03-27,2 405,https://europharma.kz/lordes-25-mg5-ml-100-ml-sirop
Камистад Бэби 10 гр гель,2023-03-27,3 420,https://europharma.kz/kamistad-bebi-10-gr-gel
Калия хлорид 40 мг/мл 10 мл № 10 амп,2023-03-27,720,https://europharma.kz/kaliya-khlorid-40-mgml-10-ml-no-10-amp
МаксиГриппин®  № 10 табл. шипуч.,2023-03-27,2 315,https://europharma.kz/maksigrippin-no-10-tabl-shipuch
Тиогамма 600 мг № 60 табл п/плён оболоч,2023-03-27,23 570,https://europharma.kz/tiogamma-600-mg-no-60-tabl-pplen-oboloch
Ректостоп Оригинал 50 мл мазь в тубе,2023-03-27,5 739,https://europharma.kz/rektostop-original-50-ml-maz-v-tube
Кальций Д3 со вкусом апельсина 500 мг № 120 табл,2023-03-27,5 016,https://europharma.kz/kaltsiy-d3-so-vkusom-apelsina-500-mg-no-120-tabl
Новокаин 5 мл № 10 амп,2023-03-27,433,https://europharma.kz/novokain-5-ml-no-10-amp
Ниотит-DF 10 мл капли ушные во флаконах,2023-03-27,807,https://europharma.kz/niotit-df-10-ml-kapli-ushnyye-vo-flakonakh
ДефлаГин вагинальный гель №1(в комплекте с аппликаторами 28 шт),2023-03-27,29 067,https://europharma.kz/deflagin-vaginalnyj-gel-no1v-komplekte-s-applikatorami-28-st
Декстанол 25 мг № 30 табл,2023-03-27,2 605,https://europharma.kz/dekstanol-25-mg-no-30-tabl
"Достинекс 0,5 мг № 8 табл",2023-03-27,11 386,https://europharma.kz/dostineks-05-mg-no-8-tabl
Тромбо АСС 75 мг № 30 табл покр кишечнораст оболочкой,2023-03-27,1 156,https://europharma.kz/trombo-ass-75-mg-no-30-tabl-pokr-kishechnorast-obolochkoy
Лувитан Лонг АКШН № 30 табл,2023-03-27,8 183,https://europharma.kz/luvitan-long-akshn-no-30-tabl
Нимид 2 гр № 30 гран.д/пригот-я суспен-и,2023-03-27,3 498,https://europharma.kz/nimid-2-gr-no-30-grandprigot-ya-suspen-i
Леволет 500 мг № 10 табл покрытые оболочкой,2023-03-27,4 211,https://europharma.kz/levolet-500-mg-no-10-tabl-pokrytyye-obolochkoy
"Диклофенак 0,1%, 5 мл, гл. капли",2023-03-27,1 443,https://europharma.kz/diklofenak-01-5-ml-gl-kapli
Альбезол 400 мг № 1 табл.,2023-03-27,1 691,https://europharma.kz/albezol-400-mg-no-1-tabl
Цетиризин-Вива Фарм 10 мг № 10 табл п/о,2023-03-27,965,https://europharma.kz/tsetirizin-viva-farm-10-mg-no-10-tabl-po
Креон 25000 ЕД 300 мг № 20 капс  покр кишечнораст оболочкой,2023-03-27,4 538,https://europharma.kz/kreon-25000-yed-300-mg-no-20-kaps-pokr-kishechnorast-obolochkoy
Анальгин 500 мг № 10 табл,2023-03-27,74,https://europharma.kz/analgin-500-mg-no-10-tabl
Предуктал ОД 80 мг № 30 капс. с пролон.высв-ем,2023-03-27,6 519,https://europharma.kz/preduktal-od-80-mg-no-30-kaps-s-prolonvysv-yem
Медаксон 1 гр № 1 порошок для приготовления раствора для инъекций,2023-03-27,1 177,https://europharma.kz/medakson-1-gr-no-1-poroshok-dlya-prigotovleniya-rastvora-dlya-inyektsiy
Нейромультивит 2 мл № 10 амп,2023-03-27,3 563,https://europharma.kz/neyromultivit-2-ml-no-10-amp
Нимид гель 100 гр,2023-03-27,2 646,https://europharma.kz/nimid-gel-100-gr
"Отризол-ДF 0,05% 10 мл спрей назальный",2023-03-27,662,https://europharma.kz/otrizol-df-005-10-ml-sprey-nazalnyy
Кеторол 30 мг/мл 1 мл № 10 амп,2023-03-27,1 530,https://europharma.kz/ketorol-30-mgml-1-ml-no-10-amp
МаксиГриппин® д/детей № 30 табл. шипуч.,2023-03-27,5 342,https://europharma.kz/maksigrippin-ddetey-no-30-tabl-shipuch
Коринфар 10 мг № 100 табл покрытые оболочкой,2023-03-27,2 185,https://europharma.kz/korinfar-10-mg-no-100-tabl-pokrytyye-obolochkoy
Креон 10000 МЕ 150мг № 20 капс  покр кишечнораст оболочкой,2023-03-27,2 302,https://europharma.kz/kreon-10000-me-150mg-no-20-kaps-pokr-kishechnorast-obolochkoy
"Витаргол Форте назальные капли 15,0 мл ( протаргол )",2023-03-27,3 084,https://europharma.kz/vitargol-forte-nazalnyye-kapli-150-ml-protargol
Кальций Д3 со вкусом апельсина 500 мг № 30 табл,2023-03-27,2 631,https://europharma.kz/kaltsiy-d3-so-vkusom-apelsina-500-mg-no-30-tabl
Белосалик д/наруж применения 15 г мазь,2023-03-27,1 394,https://europharma.kz/belosalik-dnaruzh-primeneniya-15-g-maz
"Зиомицин 250 мг, №6, табл.",2023-03-27,1 844,https://europharma.kz/ziomicin-250-mg-no6-tabl
ДексаТобром 5 мл капли глазные,2023-03-27,1 404,https://europharma.kz/deksatobrom-5-ml-kapli-glaznyye
Омез 40 мг № 1 порошок для приготовления раствора для инъекций,2023-03-27,2 107,https://europharma.kz/omez-40-mg-no-1-poroshok-dlya-prigotovleniya-rastvora-dlya-inyektsiy
"Но-шпа 40 мг, 2 мл, №5, амп.",2023-03-27,2 004,https://europharma.kz/no-shpa-40-mg-2-ml-no5-amp
Глюкоза р-р для в/в введения 400 мг/мл 10 мл №10,2023-03-27,449,https://europharma.kz/glukoza-r-r-dla-vv-vvedenia-400-mgml-10-ml-no10
Ликопид 10 мг № 10 табл,2023-03-27,11 552,https://europharma.kz/likopid-10-mg-no-10-tabl
Коринфар ретард 20 мг № 30 табл покрытые оболочкой,2023-03-27,1 783,https://europharma.kz/korinfar-retard-20-mg-no-30-tabl-pokrytyye-obolochkoy
"Эвкалипт 50 гр, мазь",2023-03-27,1 777,https://europharma.kz/evkalipt-50-gr-maz
Марисоль изотонический спрей назальный 50 мл,2023-03-27,1 880,https://europharma.kz/marisol-izotoniceskij-sprej-nazalnyj-50-ml
Церукал 10 мг № 50 табл,2023-03-27,1 094,https://europharma.kz/tserukal-10-mg-no-50-tabl
"Юперио 200 мг №28,табл",2023-03-27,12 279,https://europharma.kz/yuperio-200-mg-no28tabl
Бетаспан Депо суспензия д/и 1мл №5,2023-03-27,6 642,https://europharma.kz/betaspan-depo-suspenzia-di-1ml-no5
Микобель Лайт № 10 вагин. суппозитории,2023-03-27,2 284,https://europharma.kz/mikobel-layt-no-10-vagin-suppozitorii
Гидротен крем 5% 30 гр,2023-03-27,1 749,https://europharma.kz/gidroten-krem-5-30-gr
Кворекс для приема внутрь 75 мг № 20 табл покрытые оболочкой,2023-03-27,7 608,https://europharma.kz/kvoreks-dlya-priyema-vnutr-75-mg-no-20-tabl-pokrytyye-obolochkoy
Отирелакс 15 мл капли ушные во флаконах,2023-03-27,1 267,https://europharma.kz/otirelaks-15-ml-kapli-ushnyye-vo-flakonakh
"Граммидин детский 1,5 мг+1 мг № 18 табл",2023-03-27,3 009,https://europharma.kz/grammidin-detskiy-15-mg1-mg-no-18-tabl
"Отривин 0,05% 10 мл капли назальные",2023-03-27,722,https://europharma.kz/otrivin-005-10-ml-kapli-nazalnyye
Вольтарен 1% 20 гр эмульгель,2023-03-27,989,https://europharma.kz/voltaren-1-20-gr-emulgel
Леволет 500 мг 100 мл раствор для инфузий,2023-03-27,3 747,https://europharma.kz/levolet-500-mg-100-ml-rastvor-dlya-infuziy
"Бетагист 16 мг, №30, табл.",2023-03-27,3 194,https://europharma.kz/betagist-16-mg-no30-tabl
Диклоберл ретард 100 мг № 20 капс,2023-03-27,1 677,https://europharma.kz/dikloberl-retard-100-mg-no-20-kaps
"Нолицин 400 мг, №20, табл.",2023-03-27,2 323,https://europharma.kz/nolicin-400-mg-no20-tabl
Омез 40 мг № 28 капс  покр кишечнораст оболочкой,2023-03-27,3 527,https://europharma.kz/omez-40-mg-no-28-kaps-pokr-kishechnorast-obolochkoy
Микобель № 14 вагин. суппозитории,2023-03-27,2 898,https://europharma.kz/mikobel-no-14-vagin-suppozitorii
"Визоптин 0,05%, 15 мл, гл. капли",2023-03-27,1 044,https://europharma.kz/vizoptin-005-15-ml-gl-kapli
Вольтарен 1% 50 гр эмульгель,2023-03-27,1 588,https://europharma.kz/voltaren-1-50-gr-emulgel
"Отривин 0,1% 10 гр спрей назальный",2023-03-27,1 206,https://europharma.kz/otrivin-01-10-gr-sprey-nazalnyy
"Манинил 5 мг, № 120, табл.",2023-03-27,949,https://europharma.kz/maninil-5-mg-no-120-tabl
"Нолицин 400 мг, №10, табл.",2023-03-27,1 345,https://europharma.kz/nolicin-400-mg-no10-tabl
Долместр 50 мл раствор для приема внутрь,2023-03-27,6 077,https://europharma.kz/dolmestr-50-ml-rastvor-dlya-priyema-vnutr
"Лизиноприл-Тева 20 мг, №50, табл.",2023-03-27,3 838,https://europharma.kz/lizinopril-teva-20-mg-no50-tabl
Марисоль изотонический спрей назальный 100 мл,2023-03-27,2 139,https://europharma.kz/marisol-izotoniceskij-sprej-nazalnyj-100-ml
Церукал 2% 2 мл № 10 амп,2023-03-27,3 053,https://europharma.kz/tserukal-2-2-ml-no-10-amp
Кристи № 21 табл п/плён оболоч,2023-03-27,2 835,https://europharma.kz/kristi-no-21-tabl-pplen-oboloch
Ксарелто 10 мг № 30 табл п/плён оболоч,2023-03-27,24 569,https://europharma.kz/ksarelto-10-mg-no-30-tabl-pplen-oboloch
"Эукарбон №30, табл.",2023-03-27,1 968,https://europharma.kz/eukarbon-no30-tabl
Курантил 25 мг № 120 табл,2023-03-27,2 517,https://europharma.kz/kurantil-25-mg-no-120-tabl
Фромилид 500 мг № 14 табл,2023-03-27,4 611,https://europharma.kz/fromilid-500-mg-no-14-tabl
"Нобетазон 0,1%  30 гр мазь",2023-03-27,1 812,https://europharma.kz/nobetazon-01-30-gr-maz
"Перекись водорода 3%, 50 мл, фл.",2023-03-27,112,https://europharma.kz/perekis-vodoroda-3-50-ml-fl
Кеторол 30 гр гель,2023-03-27,1 382,https://europharma.kz/ketorol-30-gr-gel
Терафлю  Лар 30 мл спрей для горла,2023-03-27,1 570,https://europharma.kz/teraflyu-lar-30-ml-sprey-dlya-gorla
"Фастум гель 2,5 % 50 гр",2023-03-27,2 695,https://europharma.kz/fastum-gel-25-50-gr
"Нобетазон  0,1%  30 гр крем",2023-03-27,1 872,https://europharma.kz/nobetazon-01-30-gr-krem
"Макропен 400 мг, №16, табл.",2023-03-27,2 552,https://europharma.kz/makropen-400-mg-no16-tabl
"Бефрон 100 мл, сусп.",2023-03-27,1 157,https://europharma.kz/befron-100-ml-susp
Аквалор софт 125 мл спрей назальный,2023-03-27,2 460,https://europharma.kz/akvalor-soft-125-ml-sprey-nazalnyy
Берлиприл 5 мг № 30 табл,2023-03-27,570,https://europharma.kz/berlipril-5-mg-no-30-tabl
"Анальгин 0,5 г № 10 табл",2023-03-27,160,https://europharma.kz/analgin-05-g-no-10-tabl-2
"Силует 2 мг/0,03мг №63 табл",2023-03-27,8 939,https://europharma.kz/siluyet-2-mg003mg-no63-tabl
Кеторол 10 мг № 20 табл п/плён оболоч,2023-03-27,661,https://europharma.kz/ketorol-10-mg-no-20-tabl-pplen-oboloch
Диоксидин 10 мг/ мл 5 мл № 10 амп,2023-03-27,4 169,https://europharma.kz/dioksidin-10-mg-ml-5-ml-no-10-amp
Макмирор 500 мг № 8 вагин. суппозитории,2023-03-27,7 330,https://europharma.kz/makmiror-500-mg-no-8-vagin-suppozitorii
Контрактубекс 20 г гель,2023-03-27,3 655,https://europharma.kz/kontraktubeks-20-g-gel
Лордес 5 мг № 10 табл п/плён оболоч,2023-03-27,2 298,https://europharma.kz/lordes-5-mg-no-10-tabl-pplen-oboloch
"Манинил 3,5 мг, № 120, табл.",2023-03-27,1 415,https://europharma.kz/maninil-35-mg-no-120-tabl
Аквалор беби для детей 125 мл спрей назальный,2023-03-27,2 240,https://europharma.kz/akvalor-bebi-dlya-detey-125-ml-sprey-nazalnyy
Рефубел Адванс 200 мл фл,2023-03-27,2 050,https://europharma.kz/refubel-advans-200-ml-fl
"Инсти-чай травяной от гриппа и простуды №10, пакетики",2023-03-27,1 269,https://europharma.kz/insti-chay-travyanoy-ot-grippa-i-prostudy-no10-paketiki
"Эспумизан 40 мг, №50, капс.",2023-03-27,2 299,https://europharma.kz/espumizan-40-mg-no50-kaps
"Силует 2 мг/0,03 мг № 21 табл",2023-03-27,3 721,https://europharma.kz/siluyet-2-mg003-mg-no-21-tabl
Нурофен Экспресс 200 мг № 10 табл покрытые оболочкой,2023-03-27,1 195,https://europharma.kz/nurofen-ekspress-200-mg-no-10-tabl-pokrytyye-obolochkoy
"Хлоргексидина биглюконат 0,05%, 100 мл, фл",2023-03-27,114,https://europharma.kz/hlorgeksidina-biglukonat-005-100-ml-fl-3
"Латасопт 0,005% 2,5 мл капли глазные",2023-03-27,6 674,https://europharma.kz/latasopt-0005-25-ml-kapli-glaznyye
"Дисоль 400 мл., фл.",2023-03-27,555,https://europharma.kz/disol-400-ml-fl-3
Офлоксацин  2 мг/мл 100 мл раствор для инфузий,2023-03-27,1 714,https://europharma.kz/ofloksatsin-2-mgml-100-ml-rastvor-dlya-infuziy
Ризонель 50 мкг/доза 140 доз 18 г спрей назальный,2023-03-27,2 747,https://europharma.kz/rizonel-50-mkgdoza-140-doz-18-g-sprey-nazalnyy
Ангисепт № 10 табл,2023-03-27,79,https://europharma.kz/angisept-no-10-tabl
Найз 1% 20 г гель,2023-03-27,1 136,https://europharma.kz/nayz-1-20-g-gel
Синегра 100 мг № 12 табл п/плён оболоч,2023-03-27,15 807,https://europharma.kz/sinegra-100-mg-no-12-tabl-pplen-oboloch
Эдарби 80 мг № 28 табл,2023-03-27,5 997,https://europharma.kz/edarbi-80-mg-no-28-tabl
Тетрациклиновая 1% 3 гр гл. мазь,2023-03-27,615,https://europharma.kz/tetratsiklinovaya-1-3-gr-gl-maz
"Карметадин 35 мг №60,табл",2023-03-27,3 910,https://europharma.kz/karmetadin-35-mg-no60tabl
Марисоль форте гипертонический спрей назальный 50 мл,2023-03-27,1 880,https://europharma.kz/marisol-forte-gipertoniceskij-sprej-nazalnyj-50-ml
"Сульфасалазин 500 мг, №50, табл.",2023-03-27,3 987,https://europharma.kz/sulfasalazin-500-mg-no50-tabl
Дисоль 200 мл флак,2023-03-27,516,https://europharma.kz/disol-200-ml-flak
Урсоцид 250 мг №30 капс,2023-03-27,4 149,https://europharma.kz/ursocid-250-mg-no30-kaps
"Эуфиллин 2,4% раствор д/ инъекций 5 мл № 5 амп",2023-03-27,272,https://europharma.kz/eufillin-24-rastvor-d-inyektsiy-5-ml-no-5-amp
"Мукосол 375 мг, №20, капс.",2023-03-27,1 706,https://europharma.kz/mukosol-375-mg-no20-kaps
Найз 100 мг № 20 табл,2023-03-27,959,https://europharma.kz/nayz-100-mg-no-20-tabl
Рипронат 10% раствор д/инъекций 100 мг/мл 5мл № 10 амп,2023-03-27,4 710,https://europharma.kz/ripronat-10-rastvor-dinyektsiy-100-mgml-5ml-no-10-amp
Бромгексин 4 мг  60мл сироп,2023-03-27,1 251,https://europharma.kz/bromgeksin-4-mg-60ml-sirop
Эдарби 40 мг № 28 табл,2023-03-27,3 560,https://europharma.kz/edarbi-40-mg-no-28-tabl
JAIDEN'S жидкость для обработки кожи рук с экстрактом алоэ и д-пантенолом спорт/скейт 50 мл,2023-03-27,768,https://europharma.kz/jaidens-zhidkost-dlya-obrabotki-kozhi-ruk-s-ekstraktom-aloe-i-d-pantenolom-sportskeyt-50-ml
Синегра 50 мг № 12 табл п/плён оболоч,2023-03-27,13 909,https://europharma.kz/sinegra-50-mg-no-12-tabl-pplen-oboloch
Кордарон 200 мг № 30 табл,2023-03-27,2 712,https://europharma.kz/kordaron-200-mg-no-30-tabl
Аторвастатин-САНТО 20 мг № 30 табл п/о,2023-03-27,2 391,https://europharma.kz/atorvastatin-santo-20-mg-no-30-tabl-po
"Називин 0,05% 10 мл капли",2023-03-27,1 007,https://europharma.kz/nazivin-005-10-ml-kapli
"Синегра LONG 50мг/30мг, №12, табл.",2023-03-27,20 939,https://europharma.kz/sinegra-long-50mg30mg-no12-tabl
Простамол Уно № 30 капс,2023-03-27,5 396,https://europharma.kz/prostamol-uno-no-30-kaps
Аторвастатин-САНТО 10 мг № 30 табл п/о,2023-03-27,1 698,https://europharma.kz/atorvastatin-santo-10-mg-no-30-tabl-po
Кларигет 500 мг № 10 табл п/плён оболоч,2023-03-27,5 489,https://europharma.kz/klariget-500-mg-no-10-tabl-pplen-oboloch
Дюфалак® для Мамы и Малыша 200 мл сироп,2023-03-27,2 579,https://europharma.kz/dyufalak-dlya-mamy-i-malysha-200-ml-sirop
Вагилайф № 10 вагин. суппозитории,2023-03-27,4 057,https://europharma.kz/vagilayf-no-10-vagin-suppozitorii
"Эспумизан 40 мг, №25, капс.",2023-03-27,1 338,https://europharma.kz/espumizan-40-mg-no25-kaps
"Синегра LONG 50мг/30мг, №1, табл.",2023-03-27,2 677,https://europharma.kz/sinegra-long-50mg30mg-no1-tabl
Панадол детский 125 мг/5мл  100 мл суспензия для приема внутрь,2023-03-27,1 037,https://europharma.kz/panadol-detskiy-125-mg5ml-100-ml-suspenziya-dlya-priyema-vnutr
"Амарил 4 мг, №30, табл.",2023-03-27,4 565,https://europharma.kz/amaril-4-mg-no30-tabl
"Корвалтаб №20, табл.",2023-03-27,671,https://europharma.kz/korvaltab-no20-tabl
Йодбаланс 200 мкг № 100 табл.,2023-03-27,1 520,https://europharma.kz/yodbalans-200-mkg-no-100-tabl
"Равел СР 1,5 мг, №30, табл.",2023-03-27,1 403,https://europharma.kz/ravel-sr-15-mg-no30-tabl
Остеогенон 830 мг № 40 табл покрытые оболочкой,2023-03-27,8 186,https://europharma.kz/osteogenon-830-mg-no-40-tabl-pokrytyye-obolochkoy
Альфа Нормикс 200 мг № 12 табл покрытые оболочкой,2023-03-27,6 316,https://europharma.kz/alfa-normiks-200-mg-no-12-tabl-pokrytyye-obolochkoy
Диафлекс 50 мг № 30 капс,2023-03-27,5 786,https://europharma.kz/diafleks-50-mg-no-30-kaps
Простамол Уно № 60 капс,2023-03-27,9 437,https://europharma.kz/prostamol-uno-no-60-kaps
Амарил 3 мг № 30 табл,2023-03-27,3 605,https://europharma.kz/amaril-3-mg-no-30-tabl
Мускомед 4 мг № 20 капс,2023-03-27,2 600,https://europharma.kz/muskomed-4-mg-no-20-kaps
"Клексан 6000 антиХа МЕ/0,6 мл, №2, р-р в шприцах",2023-03-27,6 552,https://europharma.kz/kleksan-6000-antiha-me06-ml-no2-r-r-v-spricah
Фитолакс 100 мл раствор,2023-03-27,2 404,https://europharma.kz/fitolaks-100-ml-rastvor
"Вит В12 200мкг, 1 мл, №10, амп.",2023-03-27,517,https://europharma.kz/vit-v12-200mkg-1-ml-no10-amp
Престариум 5 мг № 30 табл покрытые оболочкой,2023-03-27,4 404,https://europharma.kz/prestarium-5-mg-no-30-tabl-pokrytyye-obolochkoy-2
Сенадексин 70 мг № 10 табл,2023-03-27,176,https://europharma.kz/senadeksin-70-mg-no-10-tabl
Конкор для приема внутрь 5 мг № 50 табл п/плён оболоч,2023-03-27,3 801,https://europharma.kz/konkor-dlya-priyema-vnutr-5-mg-no-50-tabl-pplen-oboloch
Но-шпа 40 мг № 24 табл,2023-03-27,922,https://europharma.kz/no-shpa-40-mg-no-24-tabl
Телмиста 40 мг № 28 табл,2023-03-27,2 150,https://europharma.kz/telmista-40-mg-no-28-tabl
Рофлузол 150мг № 1 капс,2023-03-27,2 982,https://europharma.kz/rofluzol-150mg-no-1-kaps
"Дикло-Ф 0,1% 5 мл капли глазные",2023-03-27,2 282,https://europharma.kz/diklo-f-01-5-ml-kapli-glaznyye
Лиотон-1000 50 гр гель,2023-03-27,4 090,https://europharma.kz/lioton-1000-50-gr-gel
Анзибел 30 мл спрей для горла,2023-03-27,1 998,https://europharma.kz/anzibel-30-ml-sprey-dlya-gorla
Маалокс без сахара 400 мг № 40 табл. жев.,2023-03-27,2 294,https://europharma.kz/maaloks-bez-sakhara-400-mg-no-40-tabl-zhev
Аратро 200мг/5мл пор д/сусп для приема внутрь,2023-03-27,3 583,https://europharma.kz/aratro-200mg5ml-por-dsusp-dla-priema-vnutr
"Ципромед 0,3% 5 мл капли глазные",2023-03-27,1 815,https://europharma.kz/tsipromed-03-5-ml-kapli-glaznyye
Салофальк 1 гр № 30 суппозит. ректал.,2023-03-27,29 705,https://europharma.kz/salofalk-1-gr-no-30-suppozit-rektal
"Дексаметазон 4 мг/1 мл, № 25, амп.",2023-03-27,2 265,https://europharma.kz/deksametazon-4-mg1-ml-no-25-amp-2
"Левоцин 5 мг/5 мл, 100 мл, фл.",2023-03-27,3 109,https://europharma.kz/levocin-5-mg5-ml-100-ml-fl
"Инокаин 0,4%, 5 мл, гл. капли",2023-03-27,1 629,https://europharma.kz/inokain-04-5-ml-gl-kapli
"Декстанол 12,5 мг/1 гр 60г гель",2023-03-27,2 021,https://europharma.kz/dekstanol-125-mg1-gr-60g-gel
"Називин 0,01% 5 мл капли",2023-03-27,897,https://europharma.kz/nazivin-001-5-ml-kapli
Берлиприл 10 мг № 30 табл,2023-03-27,1 133,https://europharma.kz/berlipril-10-mg-no-30-tabl
"Риномарис Адванс 0,05% 10 мл спрей назальный",2023-03-27,2 839,https://europharma.kz/rinomaris-advans-005-10-ml-sprey-nazalnyy
"Тайлол 120мг 100 мл, суспензия",2023-03-27,844,https://europharma.kz/tajlol-120mg-100-ml-suspenzia
Берлиприл 20 мг № 30 табл,2023-03-27,1 164,https://europharma.kz/berlipril-20-mg-no-30-tabl
Клиндабиокс 100 мг № 3 вагин. суппозитории,2023-03-27,4 384,https://europharma.kz/klindabioks-100-mg-no-3-vagin-suppozitorii
"Парлазин 10 мг, №10, табл.",2023-03-27,1 352,https://europharma.kz/parlazin-10-mg-no10-tabl
Алка зельтцер № 10 шипуч табл,2023-03-27,2 164,https://europharma.kz/alka-zelttser-no-10-shipuch-tabl
"Називин 0,025% 10 мл капли",2023-03-27,1 092,https://europharma.kz/nazivin-0025-10-ml-kapli
Кларитин 10 мг № 10 табл,2023-03-27,2 269,https://europharma.kz/klaritin-10-mg-no-10-tabl
Тирозол 10 мг № 50 табл п/плён оболоч,2023-03-27,4 539,https://europharma.kz/tirozol-10-mg-no-50-tabl-pplen-oboloch
"Ципрофлоксацин 500 мг, №10",2023-03-27,491,https://europharma.kz/ciprofloksacin-500-mg-no10
Аргентокеа 25 мл спрей назальный,2023-03-27,3 607,https://europharma.kz/argentokea-25-ml-sprey-nazalnyy
Феркайл 50 мг/мл 2 мл № 5 амп,2023-03-27,5 280,https://europharma.kz/ferkayl-50-mgml-2-ml-no-5-amp
Экзодерил 20 мл раствор,2023-03-27,5 448,https://europharma.kz/ekzoderil-20-ml-rastvor
L-тироксин 50 Берлин Хеми № 50 табл,2023-03-27,973,https://europharma.kz/l-tiroksin-50-berlin-khemi-no-50-tabl
Авелокс 400 мг/250 мл № 1 порошок для приготовления раствора для инъекций,2023-03-27,15 332,https://europharma.kz/aveloks-400-mg250-ml-no-1-poroshok-dlya-prigotovleniya-rastvora-dlya-inyektsiy
"Физиотенз 0,4 мг, №28, табл., покрытые оболочкой",2023-03-27,8 275,https://europharma.kz/fiziotenz-04-mg-no28-tabl-pokrytyye-obolochkoy
"Тирозол 5 мг, №50, табл.",2023-03-27,2 539,https://europharma.kz/tirozol-5-mg-no50-tabl
"Джардинс 25 мг № 30 табл п/плён оболоч	 , шт",2023-03-27,21 522,https://europharma.kz/dzhardins-25-mg-no-30-tabl-pplen-oboloch-sht
Йодомарин 100 мкг № 100 табл,2023-03-27,1 534,https://europharma.kz/yodomarin-100-mkg-no-100-tabl
Формидрон 90 мл раствор,2023-03-27,231,https://europharma.kz/formidron-90-ml-rastvor
"Везомни 6 мг/0,4 мг № 30 табл п/плён оболоч",2023-03-27,12 527,https://europharma.kz/vezomni-6-mg04-mg-no-30-tabl-pplen-oboloch
Офтолик 10 мл капли глазные,2023-03-27,2 905,https://europharma.kz/oftolik-10-ml-kapli-glaznyye
"Физиотенз 0,2 мг, №28, табл., покрытые оболочкой",2023-03-27,5 719,https://europharma.kz/fiziotenz-02-mg-no28-tabl-pokrytyye-obolochkoy
